sample_id	sex	title	empo_1	empo_2	empo_3	host_age	latitude	taxon_id	age_units	elevation	env_biome	longitude	antibiotic	cfu_counts	host_taxid	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	host_body_site	anonymized_name	host_life_stage	host_subject_id	scientific_name	host_common_name	day_of_experiment	host_body_habitat	host_body_product	average_cfu_counts	date_of_experiment	host_subject_id_02	phase_of_experiment	host_scientific_name	level_of_colonisation	route_abx_administration	timeline_sample_pcoa_time	physical_specimen_location	day_of_experiment_numerical	group_level_of_colonisation	physical_specimen_remaining	qiita_study_id
13132.DMG1906155		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	23_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_B	carrier	Mus musculus	undetectable	SC	22	MDUPHL_DAMG	22	undetectable	FALSE	13132
13132.DMG1906156		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	23_10 B4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 B4	adult	Mouse_B4	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_B	carrier	Mus musculus	undetectable	SC	22	MDUPHL_DAMG	22	undetectable	FALSE	13132
13132.DMG1906157		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	23_10 B5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 B5	adult	Mouse_B5	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_B	carrier	Mus musculus	undetectable	SC	22	MDUPHL_DAMG	22	undetectable	FALSE	13132
13132.DMG1906158		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	23_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_C	carrier	Mus musculus	undetectable	OG	22	MDUPHL_DAMG	22	undetectable	FALSE	13132
13132.DMG1906159		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	23_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_C	carrier	Mus musculus	undetectable	OG	22	MDUPHL_DAMG	22	undetectable	FALSE	13132
13132.DMG1906160		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	23_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_C	carrier	Mus musculus	undetectable	OG	22	MDUPHL_DAMG	22	undetectable	FALSE	13132
13132.DMG1906161		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	9642400000	10090	23_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	11829966667	10_23	Mouse_D	colonised	Mus musculus	high	SC	22	MDUPHL_DAMG	22	high	FALSE	13132
13132.DMG1906168		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	400	10090	23_10 E5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 E5	adult	Mouse_E5	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	240	10_23	Mouse_E	colonised	Mus musculus	low	OG	22	MDUPHL_DAMG	22	low	FALSE	13132
13132.DMG1906162		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	642500000	10090	23_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	11829966667	10_23	Mouse_D	colonised	Mus musculus	intermediate	SC	22	MDUPHL_DAMG	22	high	FALSE	13132
13132.DMG1906163		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	25205000000	10090	23_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	11829966667	10_23	Mouse_D	colonised	Mus musculus	high	SC	22	MDUPHL_DAMG	22	high	FALSE	13132
13132.DMG1906164		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	23_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	240	10_23	Mouse_E	colonised	Mus musculus	undetectable	OG	22	MDUPHL_DAMG	22	low	FALSE	13132
13132.DMG1906165		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	400	10090	23_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	240	10_23	Mouse_E	colonised	Mus musculus	low	OG	22	MDUPHL_DAMG	22	low	FALSE	13132
13132.DMG1906166		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	23_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	240	10_23	Mouse_E	colonised	Mus musculus	undetectable	OG	22	MDUPHL_DAMG	22	low	FALSE	13132
13132.DMG1906167		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	400	10090	23_10 E4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 E4	adult	Mouse_E4	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	240	10_23	Mouse_E	colonised	Mus musculus	low	OG	22	MDUPHL_DAMG	22	low	FALSE	13132
13132.DMG1906169		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	23_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_F	control	Mus musculus	none	Not applicable	22	MDUPHL_DAMG	22	none	FALSE	13132
13132.DMG1906170		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	23_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_F	control	Mus musculus	none	Not applicable	22	MDUPHL_DAMG	22	none	FALSE	13132
13132.DMG1906171		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	23_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	23_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p15	UBERON:feces	UBERON:feces	0	10_23	Mouse_F	control	Mus musculus	none	Not applicable	22	MDUPHL_DAMG	22	none	FALSE	13132
13132.DMG1906172		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	825000	10090	24_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	2509333.333	10_24	Mouse_A	colonised	Mus musculus	intermediate	SC	23	MDUPHL_DAMG	23	intermediate	FALSE	13132
13132.DMG1906173		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	237666.6667	10090	24_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	2509333.333	10_24	Mouse_A	colonised	Mus musculus	intermediate	SC	23	MDUPHL_DAMG	23	intermediate	FALSE	13132
13132.DMG1906174		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	10600000	10090	24_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	2509333.333	10_24	Mouse_A	colonised	Mus musculus	intermediate	SC	23	MDUPHL_DAMG	23	intermediate	FALSE	13132
13132.DMG1906175		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	209000	10090	24_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	2509333.333	10_24	Mouse_A	colonised	Mus musculus	intermediate	SC	23	MDUPHL_DAMG	23	intermediate	FALSE	13132
13132.DMG1906176		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	675000	10090	24_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	2509333.333	10_24	Mouse_A	colonised	Mus musculus	intermediate	SC	23	MDUPHL_DAMG	23	intermediate	FALSE	13132
13132.DMG1906177		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	24_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_B	carrier	Mus musculus	undetectable	SC	23	MDUPHL_DAMG	23	undetectable	FALSE	13132
13132.DMG1906178		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	24_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_B	carrier	Mus musculus	undetectable	SC	23	MDUPHL_DAMG	23	undetectable	FALSE	13132
13132.DMG1906179		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	24_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_B	carrier	Mus musculus	undetectable	SC	23	MDUPHL_DAMG	23	undetectable	FALSE	13132
13132.DMG1906180		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	24_10 B4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 B4	adult	Mouse_B4	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_B	carrier	Mus musculus	undetectable	SC	23	MDUPHL_DAMG	23	undetectable	FALSE	13132
13132.DMG1906181		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	24_10 B5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 B5	adult	Mouse_B5	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_B	carrier	Mus musculus	undetectable	SC	23	MDUPHL_DAMG	23	undetectable	FALSE	13132
13132.DMG1906182		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	24_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_C	carrier	Mus musculus	undetectable	OG	23	MDUPHL_DAMG	23	undetectable	FALSE	13132
13132.DMG1906183		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	24_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_C	carrier	Mus musculus	undetectable	OG	23	MDUPHL_DAMG	23	undetectable	FALSE	13132
13132.DMG1906184		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	24_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_C	carrier	Mus musculus	undetectable	OG	23	MDUPHL_DAMG	23	undetectable	FALSE	13132
13132.DMG1906185		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	13850000	10090	24_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	31083333.33	10_24	Mouse_D	colonised	Mus musculus	intermediate	SC	23	MDUPHL_DAMG	23	intermediate	FALSE	13132
13132.DMG1906186		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	30400000	10090	24_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	31083333.33	10_24	Mouse_D	colonised	Mus musculus	intermediate	SC	23	MDUPHL_DAMG	23	intermediate	FALSE	13132
13132.DMG1906187		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	49000000	10090	24_10 D3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 D3	adult	Mouse_D3	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	31083333.33	10_24	Mouse_D	colonised	Mus musculus	intermediate	SC	23	MDUPHL_DAMG	23	intermediate	FALSE	13132
13132.DMG1906188		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	24_10 E1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 E1	adult	Mouse_E1	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	160	10_24	Mouse_E	carrier	Mus musculus	undetectable	OG	23	MDUPHL_DAMG	23	low	FALSE	13132
13132.DMG1906189		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	24_10 E2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 E2	adult	Mouse_E2	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	160	10_24	Mouse_E	carrier	Mus musculus	undetectable	OG	23	MDUPHL_DAMG	23	low	FALSE	13132
13132.DMG1906190		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	24_10 E3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 E3	adult	Mouse_E3	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	160	10_24	Mouse_E	carrier	Mus musculus	undetectable	OG	23	MDUPHL_DAMG	23	low	FALSE	13132
13132.DMG1906191		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	0	10090	24_10 E4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 E4	adult	Mouse_E4	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	160	10_24	Mouse_E	carrier	Mus musculus	undetectable	OG	23	MDUPHL_DAMG	23	low	FALSE	13132
13132.DMG1906192		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Vancomycin	800	10090	24_10 E5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 E5	adult	Mouse_E5	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	160	10_24	Mouse_E	carrier	Mus musculus	low	OG	23	MDUPHL_DAMG	23	low	FALSE	13132
13132.DMG1906193		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	24_10 F1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 F1	adult	Mouse_F1	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_F	control	Mus musculus	none	Not applicable	23	MDUPHL_DAMG	23	none	FALSE	13132
13132.DMG1906194		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	24_10 F2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 F2	adult	Mouse_F2	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_F	control	Mus musculus	none	Not applicable	23	MDUPHL_DAMG	23	none	FALSE	13132
13132.DMG1906195		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	untreated.noninfected.control	0	10090	24_10 F3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	24_10 F3	adult	Mouse_F3	mouse gut metagenome	mouse	p16	UBERON:feces	UBERON:feces	0	10_24	Mouse_F	control	Mus musculus	none	Not applicable	23	MDUPHL_DAMG	23	none	FALSE	13132
13132.DMG1906196		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	30000	10090	25_10 A1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 A1	adult	Mouse_A1	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	3184466.667	10_25	Mouse_A	colonised	Mus musculus	intermediate	SC	24	MDUPHL_DAMG	24	intermediate	FALSE	13132
13132.DMG1906197		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	200000	10090	25_10 A2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 A2	adult	Mouse_A2	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	3184466.667	10_25	Mouse_A	colonised	Mus musculus	intermediate	SC	24	MDUPHL_DAMG	24	intermediate	FALSE	13132
13132.DMG1906198		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	15200000	10090	25_10 A3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 A3	adult	Mouse_A3	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	3184466.667	10_25	Mouse_A	colonised	Mus musculus	intermediate	SC	24	MDUPHL_DAMG	24	intermediate	FALSE	13132
13132.DMG1906199		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	152333.3333	10090	25_10 A4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 A4	adult	Mouse_A4	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	3184466.667	10_25	Mouse_A	colonised	Mus musculus	intermediate	SC	24	MDUPHL_DAMG	24	intermediate	FALSE	13132
13132.DMG1906200		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Augmentin	340000	10090	25_10 A5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 A5	adult	Mouse_A5	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	3184466.667	10_25	Mouse_A	colonised	Mus musculus	intermediate	SC	24	MDUPHL_DAMG	24	intermediate	FALSE	13132
13132.DMG1906201		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	25_10 B1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 B1	adult	Mouse_B1	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_B	carrier	Mus musculus	undetectable	SC	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906202		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	25_10 B2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 B2	adult	Mouse_B2	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_B	carrier	Mus musculus	undetectable	SC	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906203		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	25_10 B3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 B3	adult	Mouse_B3	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_B	carrier	Mus musculus	undetectable	SC	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906204		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	25_10 B4	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 B4	adult	Mouse_B4	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_B	carrier	Mus musculus	undetectable	SC	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906205		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Cefazolin	0	10090	25_10 B5	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 B5	adult	Mouse_B5	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_B	carrier	Mus musculus	undetectable	SC	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906206		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	25_10 C1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 C1	adult	Mouse_C1	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_C	carrier	Mus musculus	undetectable	OG	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906207		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	25_10 C2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 C2	adult	Mouse_C2	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_C	carrier	Mus musculus	undetectable	OG	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906208		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	Doxycycline	0	10090	25_10 C3	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 C3	adult	Mouse_C3	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	0	10_25	Mouse_C	carrier	Mus musculus	undetectable	OG	24	MDUPHL_DAMG	24	undetectable	FALSE	13132
13132.DMG1906209		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	19366666.67	10090	25_10 D1	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 D1	adult	Mouse_D1	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	11810000	10_25	Mouse_D	colonised	Mus musculus	intermediate	SC	24	MDUPHL_DAMG	24	intermediate	FALSE	13132
13132.DMG1906210		VRE.03	Host-asssociated	Animal-associated	Animal distal gut		37.81	410661		102	urban biome	144.96	PipTaz	13450000	10090	25_10 D2	animal-associated habitat	host-associated	feces	feces	AUSTRALIA:VIC:Melbourne	TRUE	UBERON:feces	25_10 D2	adult	Mouse_D2	mouse gut metagenome	mouse	p17	UBERON:feces	UBERON:feces	11810000	10_25	Mouse_D	colonised	Mus musculus	intermediate	SC	24	MDUPHL_DAMG	24	intermediate	FALSE	13132
